loss,val_loss
0.03565170615911484,0.02209232561290264
0.019941801205277443,0.018348680809140205
0.017478730529546738,0.01676252856850624
0.01611464098095894,0.015582997351884842
0.015168724581599236,0.014898323453962803
0.014506252482533455,0.014278750866651535
0.013964002020657063,0.013743293471634388
0.013479385524988174,0.013375961221754551
0.013106698170304298,0.013018307276070118
0.012775641866028309,0.01275591365993023
0.012493017129600048,0.01249020453542471
0.012242003343999386,0.01226614136248827
0.012069477699697018,0.012220124714076519
0.0119045190513134,0.012121258303523064
0.011727250181138515,0.01175513956695795
0.01158706285059452,0.011708502657711506
0.01144926343113184,0.01151233445852995
0.011317417025566101,0.011375434696674347
0.0112020717933774,0.011281809769570827
0.011083247140049934,0.011181270703673363
0.010996726341545582,0.011070603504776955
0.010896091349422932,0.01101827621459961
0.010804424993693829,0.010965907014906406
0.010728188790380955,0.010899152606725693
0.010656402446329594,0.010913095436990261
0.010592714883387089,0.010841161012649536
0.010526266880333424,0.010641278699040413
0.010448787361383438,0.010618885047733784
0.010408302769064903,0.010536229237914085
0.010347715578973293,0.010602276772260666
