Epoch [51/200] Batch 400/938                   Loss D: 0.5333, Loss G: 1.5229
Epoch [51/200] Batch 800/938                   Loss D: 0.4916, Loss G: 1.9742
Epoch [52/200] Batch 0/938                   Loss D: 0.4863, Loss G: 1.2811
Epoch [52/200] Batch 400/938                   Loss D: 0.4970, Loss G: 1.3248
Epoch [52/200] Batch 800/938                   Loss D: 0.4463, Loss G: 1.9416
Epoch [53/200] Batch 0/938                   Loss D: 0.4608, Loss G: 1.1010
Epoch [53/200] Batch 400/938                   Loss D: 0.4775, Loss G: 1.4189
Epoch [53/200] Batch 800/938                   Loss D: 0.5364, Loss G: 1.3385
Epoch [54/200] Batch 0/938                   Loss D: 0.4261, Loss G: 1.4664
Epoch [54/200] Batch 400/938                   Loss D: 0.4843, Loss G: 2.1394
Epoch [54/200] Batch 800/938                   Loss D: 0.5051, Loss G: 1.1073
Epoch [55/200] Batch 0/938                   Loss D: 0.5007, Loss G: 1.4318
Epoch [55/200] Batch 400/938                   Loss D: 0.5022, Loss G: 1.0500
Epoch [55/200] Batch 800/938                   Loss D: 0.5412, Loss G: 1.2189
Epoch [56/200] Batch 0/938                   Loss D: 0.5177, Loss G: 1.1745
Epoch [56/200] Batch 400/938                   Loss D: 0.5727, Loss G: 1.7685
Epoch [56/200] Batch 800/938                   Loss D: 0.5115, Loss G: 1.3270
Epoch [57/200] Batch 0/938                   Loss D: 0.4659, Loss G: 1.2960
Epoch [57/200] Batch 400/938                   Loss D: 0.4161, Loss G: 1.5216
Epoch [57/200] Batch 800/938                   Loss D: 0.4482, Loss G: 1.2456
Epoch [58/200] Batch 0/938                   Loss D: 0.5373, Loss G: 1.6470
Epoch [58/200] Batch 400/938                   Loss D: 0.4704, Loss G: 1.2674
Epoch [58/200] Batch 800/938                   Loss D: 0.4680, Loss G: 1.2707
Epoch [59/200] Batch 0/938                   Loss D: 0.4244, Loss G: 1.1852
Epoch [59/200] Batch 400/938                   Loss D: 0.5235, Loss G: 1.4433
Epoch [59/200] Batch 800/938                   Loss D: 0.4227, Loss G: 1.4191
Epoch [60/200] Batch 0/938                   Loss D: 0.5335, Loss G: 1.3193
Epoch [60/200] Batch 400/938                   Loss D: 0.5193, Loss G: 1.3438
Epoch [60/200] Batch 800/938                   Loss D: 0.5913, Loss G: 0.9231
Epoch [61/200] Batch 0/938                   Loss D: 0.4799, Loss G: 1.2886
Epoch [61/200] Batch 400/938                   Loss D: 0.4991, Loss G: 1.3221
Epoch [61/200] Batch 800/938                   Loss D: 0.5078, Loss G: 1.5374
Epoch [62/200] Batch 0/938                   Loss D: 0.5277, Loss G: 1.6690
Epoch [62/200] Batch 400/938                   Loss D: 0.5231, Loss G: 1.9253
Epoch [62/200] Batch 800/938                   Loss D: 0.4790, Loss G: 1.3619
Epoch [63/200] Batch 0/938                   Loss D: 0.4775, Loss G: 1.1814
Epoch [63/200] Batch 400/938                   Loss D: 0.5417, Loss G: 1.8524
Epoch [63/200] Batch 800/938                   Loss D: 0.4927, Loss G: 1.6143
Epoch [64/200] Batch 0/938                   Loss D: 0.5020, Loss G: 1.2231
Epoch [64/200] Batch 400/938                   Loss D: 0.4935, Loss G: 1.1078
Epoch [64/200] Batch 800/938                   Loss D: 0.4381, Loss G: 1.4536
Epoch [65/200] Batch 0/938                   Loss D: 0.4720, Loss G: 1.3038
Epoch [65/200] Batch 400/938                   Loss D: 0.5092, Loss G: 1.3361
Epoch [65/200] Batch 800/938                   Loss D: 0.5034, Loss G: 1.4860
Epoch [66/200] Batch 0/938                   Loss D: 0.4875, Loss G: 1.1835
Epoch [66/200] Batch 400/938                   Loss D: 0.4115, Loss G: 1.5764
Epoch [66/200] Batch 800/938                   Loss D: 0.4686, Loss G: 1.4245
Epoch [67/200] Batch 0/938                   Loss D: 0.5846, Loss G: 0.9663
Epoch [67/200] Batch 400/938                   Loss D: 0.4670, Loss G: 1.4197
Epoch [67/200] Batch 800/938                   Loss D: 0.4325, Loss G: 1.2715
Epoch [68/200] Batch 0/938                   Loss D: 0.5700, Loss G: 0.9281
Epoch [68/200] Batch 400/938                   Loss D: 0.5977, Loss G: 0.8125
Epoch [68/200] Batch 800/938                   Loss D: 0.5169, Loss G: 0.9810
Epoch [69/200] Batch 0/938                   Loss D: 0.5220, Loss G: 1.6689
Epoch [69/200] Batch 400/938                   Loss D: 0.5694, Loss G: 1.0972
Epoch [69/200] Batch 800/938                   Loss D: 0.4661, Loss G: 1.2342
Epoch [70/200] Batch 0/938                   Loss D: 0.5478, Loss G: 2.1425
Epoch [70/200] Batch 400/938                   Loss D: 0.4444, Loss G: 1.2105
Epoch [70/200] Batch 800/938                   Loss D: 0.4930, Loss G: 1.7303
Epoch [71/200] Batch 0/938                   Loss D: 0.4197, Loss G: 1.5629
Epoch [71/200] Batch 400/938                   Loss D: 0.5199, Loss G: 1.2766
Epoch [71/200] Batch 800/938                   Loss D: 0.5228, Loss G: 1.1414
Epoch [72/200] Batch 0/938                   Loss D: 0.5324, Loss G: 1.5003
Epoch [72/200] Batch 400/938                   Loss D: 0.5377, Loss G: 1.1971
Epoch [72/200] Batch 800/938                   Loss D: 0.4468, Loss G: 1.3781
Epoch [73/200] Batch 0/938                   Loss D: 0.4325, Loss G: 1.3655
Epoch [73/200] Batch 400/938                   Loss D: 0.5661, Loss G: 1.1187
Epoch [73/200] Batch 800/938                   Loss D: 0.4786, Loss G: 1.3590
Epoch [74/200] Batch 0/938                   Loss D: 0.4693, Loss G: 1.2524
Epoch [74/200] Batch 400/938                   Loss D: 0.5239, Loss G: 0.9997
Epoch [74/200] Batch 800/938                   Loss D: 0.4450, Loss G: 1.7080
Epoch [75/200] Batch 0/938                   Loss D: 0.5224, Loss G: 1.2271
Epoch [75/200] Batch 400/938                   Loss D: 0.4919, Loss G: 1.1042
Epoch [75/200] Batch 800/938                   Loss D: 0.6083, Loss G: 1.4541
Epoch [76/200] Batch 0/938                   Loss D: 0.4859, Loss G: 1.1374
Epoch [76/200] Batch 400/938                   Loss D: 0.4524, Loss G: 1.3085
Epoch [76/200] Batch 800/938                   Loss D: 0.3994, Loss G: 1.5285
Epoch [77/200] Batch 0/938                   Loss D: 0.4356, Loss G: 1.2646
Epoch [77/200] Batch 400/938                   Loss D: 0.5375, Loss G: 1.3776
Epoch [77/200] Batch 800/938                   Loss D: 0.4533, Loss G: 1.3260
Epoch [78/200] Batch 0/938                   Loss D: 0.5148, Loss G: 1.1698
Epoch [78/200] Batch 400/938                   Loss D: 0.4934, Loss G: 1.2822
Epoch [78/200] Batch 800/938                   Loss D: 0.4981, Loss G: 1.6284
Epoch [79/200] Batch 0/938                   Loss D: 0.4836, Loss G: 1.3389
Epoch [79/200] Batch 400/938                   Loss D: 0.4739, Loss G: 1.2659
Epoch [79/200] Batch 800/938                   Loss D: 0.5557, Loss G: 1.5942
Epoch [80/200] Batch 0/938                   Loss D: 0.4714, Loss G: 1.2933
Epoch [80/200] Batch 400/938                   Loss D: 0.5205, Loss G: 1.2424
Epoch [80/200] Batch 800/938                   Loss D: 0.6414, Loss G: 1.2112
Epoch [81/200] Batch 0/938                   Loss D: 0.5143, Loss G: 1.4747
Epoch [81/200] Batch 400/938                   Loss D: 0.5728, Loss G: 0.8142
Epoch [81/200] Batch 800/938                   Loss D: 0.4933, Loss G: 1.4347
Epoch [82/200] Batch 0/938                   Loss D: 0.4729, Loss G: 1.3342
Epoch [82/200] Batch 400/938                   Loss D: 0.5325, Loss G: 1.7283
Epoch [82/200] Batch 800/938                   Loss D: 0.5556, Loss G: 0.9980
Epoch [83/200] Batch 0/938                   Loss D: 0.4257, Loss G: 1.4785
Epoch [83/200] Batch 400/938                   Loss D: 0.5560, Loss G: 1.2958
Epoch [83/200] Batch 800/938                   Loss D: 0.4462, Loss G: 1.7541
Epoch [84/200] Batch 0/938                   Loss D: 0.5304, Loss G: 1.6111
Epoch [84/200] Batch 400/938                   Loss D: 0.4670, Loss G: 1.2370
Epoch [84/200] Batch 800/938                   Loss D: 0.5601, Loss G: 1.3158
Epoch [85/200] Batch 0/938                   Loss D: 0.5497, Loss G: 0.9685
Epoch [85/200] Batch 400/938                   Loss D: 0.4793, Loss G: 1.4172
Epoch [85/200] Batch 800/938                   Loss D: 0.4907, Loss G: 1.3752
Epoch [86/200] Batch 0/938                   Loss D: 0.5427, Loss G: 1.2293
Epoch [86/200] Batch 400/938                   Loss D: 0.5263, Loss G: 1.4148
Epoch [86/200] Batch 800/938                   Loss D: 0.5580, Loss G: 1.4119
Epoch [87/200] Batch 0/938                   Loss D: 0.5847, Loss G: 2.0490
Epoch [87/200] Batch 400/938                   Loss D: 0.5459, Loss G: 1.2245
Epoch [87/200] Batch 800/938                   Loss D: 0.5025, Loss G: 1.4092
Epoch [88/200] Batch 0/938                   Loss D: 0.5743, Loss G: 1.5516
Epoch [88/200] Batch 400/938                   Loss D: 0.4970, Loss G: 1.7636
Epoch [88/200] Batch 800/938                   Loss D: 0.5526, Loss G: 0.9161
